2024-07-04 10:46:56 INFO::Writing function arguments to log file
2024-07-04 10:46:56 DEBUG::Function arguments
2024-07-04 10:46:56 DEBUG::Output folder: Maaslin2_lm_clr_log_out
2024-07-04 10:46:56 DEBUG::Min Abundance: 0.000000
2024-07-04 10:46:56 DEBUG::Min Prevalence: 0.001000
2024-07-04 10:46:56 DEBUG::Normalization: CLR
2024-07-04 10:46:56 DEBUG::Transform: LOG
2024-07-04 10:46:56 DEBUG::Analysis method: LM
2024-07-04 10:46:56 DEBUG::Max significance: 0.250000
2024-07-04 10:46:56 DEBUG::Random effects: studyID
2024-07-04 10:46:56 DEBUG::Fixed effects: heart_cond
2024-07-04 10:46:56 DEBUG::Correction method: BH
2024-07-04 10:46:56 DEBUG::Standardize: TRUE
2024-07-04 10:46:56 DEBUG::Cores: 1
2024-07-04 10:46:56 INFO::Verifying options selected are valid
2024-07-04 10:46:56 INFO::Determining format of input files
2024-07-04 10:46:56 INFO::Input format is data samples as rows and metadata samples as rows
2024-07-04 10:46:56 DEBUG::The following samples were found to have features but no metadata. They will be removed. 163,164,165,166,167,168,169,170,171,172,173,174,175
2024-07-04 10:46:56 DEBUG::A total of 162 samples were found in both the data and metadata
2024-07-04 10:46:56 DEBUG::Reordering data/metadata to use same sample ordering
2024-07-04 10:47:04 INFO::Fitting model to feature number 341, X1.deoxy.d.ribitol
2024-07-04 10:47:04 WARNING::Fitting problem for feature 341 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 342, X.4.hydroxy.3.methoxyphenyl.ethanol
2024-07-04 10:47:04 WARNING::Fitting problem for feature 342 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 343, Ethyl.salicylate
2024-07-04 10:47:04 WARNING::Fitting problem for feature 343 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 344, Nonadecanoic.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 344 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 345, Arbutin
2024-07-04 10:47:04 WARNING::Fitting problem for feature 345 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 346, X1.3.diaminopropane
2024-07-04 10:47:04 WARNING::Fitting problem for feature 346 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 347, X2.hydroxyundecanoate
2024-07-04 10:47:04 WARNING::Fitting problem for feature 347 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 348, X3.4.dihydroxyphenylglycol
2024-07-04 10:47:04 WARNING::Fitting problem for feature 348 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 349, Alpha.hydroxyisobutyric.acid
2024-07-04 10:47:04 WARNING::Fitting problem for feature 349 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 350, Acetamide
2024-07-04 10:47:04 WARNING::Fitting problem for feature 350 returning NA
2024-07-04 10:47:04 INFO::Fitting model to feature number 351, Sebacic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 351 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 352, Pentadecanoic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 352 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 353, Pregabalin
2024-07-04 10:47:05 WARNING::Fitting problem for feature 353 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 354, X2.2..biphenyldiol
2024-07-04 10:47:05 WARNING::Fitting problem for feature 354 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 355, Ethosuximide
2024-07-04 10:47:05 WARNING::Fitting problem for feature 355 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 356, Guanosine
2024-07-04 10:47:05 WARNING::Fitting problem for feature 356 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 357, X3..4.hydroxyphenyl..1.1.3.trimethylindan.5.ol
2024-07-04 10:47:05 WARNING::Fitting problem for feature 357 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 358, Protocatechoic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 358 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 359, Creatinine
2024-07-04 10:47:05 WARNING::Fitting problem for feature 359 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 360, X2.indolecarboxylic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 360 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 361, X3.amino.2.piperidone
2024-07-04 10:47:05 WARNING::Fitting problem for feature 361 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 362, Pinitol
2024-07-04 10:47:05 WARNING::Fitting problem for feature 362 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 363, D.fructose.1.phosphate
2024-07-04 10:47:05 WARNING::Fitting problem for feature 363 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 364, Udp.glucuronic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 364 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 365, X2.piperidinobenzonitrile
2024-07-04 10:47:05 WARNING::Fitting problem for feature 365 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 366, X4.hydroxymandelic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 366 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 367, X5.hydroxypipecolic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 367 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 368, Phytol
2024-07-04 10:47:05 WARNING::Fitting problem for feature 368 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 369, X2.deoxy.d.arabino.hexonic.acid..phosphate
2024-07-04 10:47:05 WARNING::Fitting problem for feature 369 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 370, Cholic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 370 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 371, Isoxanthopterin
2024-07-04 10:47:05 WARNING::Fitting problem for feature 371 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 372, Cholesterol
2024-07-04 10:47:05 WARNING::Fitting problem for feature 372 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 373, Galactinol
2024-07-04 10:47:05 WARNING::Fitting problem for feature 373 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 374, X3.phenyllactic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 374 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 375, P.cresol
2024-07-04 10:47:05 WARNING::Fitting problem for feature 375 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 376, Metoprolol
2024-07-04 10:47:05 WARNING::Fitting problem for feature 376 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 377, Glycero.d.gulo.heptose
2024-07-04 10:47:05 WARNING::Fitting problem for feature 377 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 378, Biphenyl
2024-07-04 10:47:05 WARNING::Fitting problem for feature 378 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 379, Erythrose
2024-07-04 10:47:05 WARNING::Fitting problem for feature 379 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 380, Abietic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 380 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 381, O.phosphoserine
2024-07-04 10:47:05 WARNING::Fitting problem for feature 381 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 382, Deoxyguanosine
2024-07-04 10:47:05 WARNING::Fitting problem for feature 382 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 383, Methoxyacetic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 383 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 384, X1.monostearin
2024-07-04 10:47:05 WARNING::Fitting problem for feature 384 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 385, X2.hydroxyadipic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 385 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 386, Heneicosanoic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 386 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 387, X1.2.3.trihydroxybenzene
2024-07-04 10:47:05 WARNING::Fitting problem for feature 387 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 388, Isoferulic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 388 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 389, X3.methoxy.5.prop.2.en.1.yl.2.hydroxy.n.2.hydroxyethylbenzamide
2024-07-04 10:47:05 WARNING::Fitting problem for feature 389 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 390, X2.deoxyerythritol
2024-07-04 10:47:05 WARNING::Fitting problem for feature 390 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 391, X2.hydroxy.3.methylbutyric.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 391 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 392, Carbamic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 392 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 393, Boric.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 393 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 394, L.cystine
2024-07-04 10:47:05 WARNING::Fitting problem for feature 394 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 395, L.cysteine.glycine
2024-07-04 10:47:05 WARNING::Fitting problem for feature 395 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 396, X6.hydroxynicotinic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 396 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 397, X2.6.di.tert.butyl.4.methylphenol
2024-07-04 10:47:05 WARNING::Fitting problem for feature 397 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 398, X2.hydroxycinnamic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 398 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 399, Mevalonic.acid
2024-07-04 10:47:05 WARNING::Fitting problem for feature 399 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 400, Glucuronic.acid..methyl.ester..2..4.chlorophenoxy..2.methylpropanoate
2024-07-04 10:47:05 WARNING::Fitting problem for feature 400 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 401, X1.kestose
2024-07-04 10:47:05 WARNING::Fitting problem for feature 401 returning NA
2024-07-04 10:47:05 INFO::Fitting model to feature number 402, Pyrrole.2.carboxylic.acid
2024-07-04 10:47:06 WARNING::Fitting problem for feature 402 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 403, Tyramine
2024-07-04 10:47:06 WARNING::Fitting problem for feature 403 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 404, Benzoic.acid
2024-07-04 10:47:06 WARNING::Fitting problem for feature 404 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 405, Homocystine
2024-07-04 10:47:06 WARNING::Fitting problem for feature 405 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 406, Gentisic.acid
2024-07-04 10:47:06 WARNING::Fitting problem for feature 406 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 407, Adenine
2024-07-04 10:47:06 WARNING::Fitting problem for feature 407 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 408, Phenol
2024-07-04 10:47:06 WARNING::Fitting problem for feature 408 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 409, Delta.tocopherol
2024-07-04 10:47:06 WARNING::Fitting problem for feature 409 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 410, X3.hydroxypicolinic.acid
2024-07-04 10:47:06 WARNING::Fitting problem for feature 410 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 411, Acifluorfen
2024-07-04 10:47:06 WARNING::Fitting problem for feature 411 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 412, Desaminotyrosine
2024-07-04 10:47:06 WARNING::Fitting problem for feature 412 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 413, Dihydrocholesterol
2024-07-04 10:47:06 WARNING::Fitting problem for feature 413 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 414, Sophorose
2024-07-04 10:47:06 WARNING::Fitting problem for feature 414 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 415, Octanoate.radical
2024-07-04 10:47:06 WARNING::Fitting problem for feature 415 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 416, Indoxyl.sulfate
2024-07-04 10:47:06 WARNING::Fitting problem for feature 416 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 417, Dopamine
2024-07-04 10:47:06 WARNING::Fitting problem for feature 417 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 418, X1.5.anhydroglucitol
2024-07-04 10:47:06 WARNING::Fitting problem for feature 418 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 419, N.acetylglutamic.acid
2024-07-04 10:47:06 WARNING::Fitting problem for feature 419 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 420, Xylonolactone
2024-07-04 10:47:06 WARNING::Fitting problem for feature 420 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 421, Gluconic.acid.lactone
2024-07-04 10:47:06 WARNING::Fitting problem for feature 421 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 422, Chlorogenic.acid
2024-07-04 10:47:06 WARNING::Fitting problem for feature 422 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 423, X3.deoxyhexitol
2024-07-04 10:47:06 WARNING::Fitting problem for feature 423 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 424, Phytanic.acid
2024-07-04 10:47:06 WARNING::Fitting problem for feature 424 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 425, Noradrenaline
2024-07-04 10:47:06 WARNING::Fitting problem for feature 425 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 426, Glucosaminic.acid
2024-07-04 10:47:06 WARNING::Fitting problem for feature 426 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 427, Estradiol
2024-07-04 10:47:06 WARNING::Fitting problem for feature 427 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 428, X2.6.diaminopimelic.acid
2024-07-04 10:47:06 WARNING::Fitting problem for feature 428 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 429, Lactulose
2024-07-04 10:47:06 WARNING::Fitting problem for feature 429 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 430, Spermidine
2024-07-04 10:47:06 WARNING::Fitting problem for feature 430 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 431, Conduritol.beta.epoxide
2024-07-04 10:47:06 WARNING::Fitting problem for feature 431 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 432, Glycerol.3.galactoside
2024-07-04 10:47:06 WARNING::Fitting problem for feature 432 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 433, X5alpha.cholestanol
2024-07-04 10:47:06 WARNING::Fitting problem for feature 433 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 434, Erythronic.acid
2024-07-04 10:47:06 WARNING::Fitting problem for feature 434 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 435, D.maltose
2024-07-04 10:47:06 WARNING::Fitting problem for feature 435 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 436, X2.4.dihydroxy.pentanedioic.acid
2024-07-04 10:47:06 WARNING::Fitting problem for feature 436 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 437, Lanosterol
2024-07-04 10:47:06 WARNING::Fitting problem for feature 437 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 438, N.carbamylglutamate
2024-07-04 10:47:06 WARNING::Fitting problem for feature 438 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 439, Tridecanol
2024-07-04 10:47:06 WARNING::Fitting problem for feature 439 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 440, X3.hydroxybenzoic.acid
2024-07-04 10:47:06 WARNING::Fitting problem for feature 440 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 441, Tartaric.acid
2024-07-04 10:47:06 WARNING::Fitting problem for feature 441 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 442, X4.hydroxyhippuric.acid
2024-07-04 10:47:06 WARNING::Fitting problem for feature 442 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 443, Gallic.acid
2024-07-04 10:47:06 WARNING::Fitting problem for feature 443 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 444, X1.hexacosanol
2024-07-04 10:47:06 WARNING::Fitting problem for feature 444 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 445, N.acetyl.l.tyrosine
2024-07-04 10:47:06 WARNING::Fitting problem for feature 445 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 446, D.xylose
2024-07-04 10:47:06 WARNING::Fitting problem for feature 446 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 447, X4.hydroxyproline
2024-07-04 10:47:06 WARNING::Fitting problem for feature 447 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 448, Glyceric.acid
2024-07-04 10:47:06 WARNING::Fitting problem for feature 448 returning NA
2024-07-04 10:47:06 INFO::Fitting model to feature number 449, Xanthurenic.acid
2024-07-04 10:47:07 WARNING::Fitting problem for feature 449 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 450, Deoxycholic.acid
2024-07-04 10:47:07 WARNING::Fitting problem for feature 450 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 451, Tocopherol.acetate
2024-07-04 10:47:07 WARNING::Fitting problem for feature 451 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 452, Fumaric.acid
2024-07-04 10:47:07 WARNING::Fitting problem for feature 452 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 453, Galactose
2024-07-04 10:47:07 WARNING::Fitting problem for feature 453 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 454, Tranexamic.acid
2024-07-04 10:47:07 WARNING::Fitting problem for feature 454 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 455, Putrescine
2024-07-04 10:47:07 WARNING::Fitting problem for feature 455 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 456, Caproic.acid
2024-07-04 10:47:07 WARNING::Fitting problem for feature 456 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 457, Methyltetrahydrophenanthrenone
2024-07-04 10:47:07 WARNING::Fitting problem for feature 457 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 458, Homoserine
2024-07-04 10:47:07 WARNING::Fitting problem for feature 458 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 459, Coniferin
2024-07-04 10:47:07 WARNING::Fitting problem for feature 459 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 460, Phytosphingosine
2024-07-04 10:47:07 WARNING::Fitting problem for feature 460 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 461, X2.hydroxy.2.phenylpropanoic.acid
2024-07-04 10:47:07 WARNING::Fitting problem for feature 461 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 462, Aminoadipic.acid
2024-07-04 10:47:07 WARNING::Fitting problem for feature 462 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 463, Pipecolic.acid
2024-07-04 10:47:07 WARNING::Fitting problem for feature 463 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 464, X3.6.anhydro.d.galactose
2024-07-04 10:47:07 WARNING::Fitting problem for feature 464 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 465, Dodecanol
2024-07-04 10:47:07 WARNING::Fitting problem for feature 465 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 466, Formononetin
2024-07-04 10:47:07 WARNING::Fitting problem for feature 466 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 467, D.ribose.5.phosphate
2024-07-04 10:47:07 WARNING::Fitting problem for feature 467 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 468, Adenosine.5..monophosphate
2024-07-04 10:47:07 WARNING::Fitting problem for feature 468 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 469, Citric.acid
2024-07-04 10:47:07 WARNING::Fitting problem for feature 469 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 470, Piperidone
2024-07-04 10:47:07 WARNING::Fitting problem for feature 470 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 471, D.ribose.5.phosphate
2024-07-04 10:47:07 WARNING::Fitting problem for feature 471 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 472, Tryptamine
2024-07-04 10:47:07 WARNING::Fitting problem for feature 472 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 473, Deoxyadenosine
2024-07-04 10:47:07 WARNING::Fitting problem for feature 473 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 474, Palatinitol
2024-07-04 10:47:07 WARNING::Fitting problem for feature 474 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 475, X1.2.cyclohexanedione
2024-07-04 10:47:07 WARNING::Fitting problem for feature 475 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 476, Ascorbic.acid
2024-07-04 10:47:07 WARNING::Fitting problem for feature 476 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 477, N.acetyl.d.mannosamine
2024-07-04 10:47:07 WARNING::Fitting problem for feature 477 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 478, Deoxyribose
2024-07-04 10:47:07 WARNING::Fitting problem for feature 478 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 479, L.alanine.alanine
2024-07-04 10:47:07 WARNING::Fitting problem for feature 479 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 480, Melibiose
2024-07-04 10:47:07 WARNING::Fitting problem for feature 480 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 481, Maltotriitol
2024-07-04 10:47:07 WARNING::Fitting problem for feature 481 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 482, Hydroxypropionic.acid
2024-07-04 10:47:07 WARNING::Fitting problem for feature 482 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 483, X2.5.dihydroxy.1h.indole
2024-07-04 10:47:07 WARNING::Fitting problem for feature 483 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 484, X2.keto.l.gluconate
2024-07-04 10:47:07 WARNING::Fitting problem for feature 484 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 485, X3..3.hydroxyphenyl.propionic.acid
2024-07-04 10:47:07 WARNING::Fitting problem for feature 485 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 486, X1.heptanol
2024-07-04 10:47:07 WARNING::Fitting problem for feature 486 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 487, N.acetyl.5.hydroxytryptamine
2024-07-04 10:47:07 WARNING::Fitting problem for feature 487 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 488, Diglycerol
2024-07-04 10:47:07 WARNING::Fitting problem for feature 488 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 489, Dodecanedioic.acid
2024-07-04 10:47:07 WARNING::Fitting problem for feature 489 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 490, Alloxanoic.acid
2024-07-04 10:47:07 WARNING::Fitting problem for feature 490 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 491, Sterigmatocystin
2024-07-04 10:47:07 WARNING::Fitting problem for feature 491 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 492, Isomaltose
2024-07-04 10:47:07 WARNING::Fitting problem for feature 492 returning NA
2024-07-04 10:47:07 INFO::Fitting model to feature number 493, X2.4.diaminobutyric.acid
2024-07-04 10:47:08 WARNING::Fitting problem for feature 493 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 494, Arabitol
2024-07-04 10:47:08 WARNING::Fitting problem for feature 494 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 495, X5.methyluridine
2024-07-04 10:47:08 WARNING::Fitting problem for feature 495 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 496, Indole.3.lactate
2024-07-04 10:47:08 WARNING::Fitting problem for feature 496 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 497, Terephthalic.acid
2024-07-04 10:47:08 WARNING::Fitting problem for feature 497 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 498, X2.monoolein
2024-07-04 10:47:08 WARNING::Fitting problem for feature 498 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 499, Aminomalonate
2024-07-04 10:47:08 WARNING::Fitting problem for feature 499 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 500, L.sorbose
2024-07-04 10:47:08 WARNING::Fitting problem for feature 500 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 501, X4.hydroxybutyric.acid
2024-07-04 10:47:08 WARNING::Fitting problem for feature 501 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 502, Adipic.acid
2024-07-04 10:47:08 WARNING::Fitting problem for feature 502 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 503, Mannose.6.phosphate
2024-07-04 10:47:08 WARNING::Fitting problem for feature 503 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 504, X1.2.4.benzenetriol
2024-07-04 10:47:08 WARNING::Fitting problem for feature 504 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 505, Trisaccharide
2024-07-04 10:47:08 WARNING::Fitting problem for feature 505 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 506, N.acetylaspartic.acid
2024-07-04 10:47:08 WARNING::Fitting problem for feature 506 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 507, X1h.indole.2.acetic.acid
2024-07-04 10:47:08 WARNING::Fitting problem for feature 507 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 508, Pimaric.acid
2024-07-04 10:47:08 WARNING::Fitting problem for feature 508 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 509, Succinylacetone
2024-07-04 10:47:08 WARNING::Fitting problem for feature 509 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 510, X1.monopalmitin
2024-07-04 10:47:08 WARNING::Fitting problem for feature 510 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 511, Uric.acid
2024-07-04 10:47:08 WARNING::Fitting problem for feature 511 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 512, Quinic.acid
2024-07-04 10:47:08 WARNING::Fitting problem for feature 512 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 513, Norvaline
2024-07-04 10:47:08 WARNING::Fitting problem for feature 513 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 514, Trifluoroacetic.acid
2024-07-04 10:47:08 WARNING::Fitting problem for feature 514 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 515, X3.aminoisobutanoic.acid
2024-07-04 10:47:08 WARNING::Fitting problem for feature 515 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 516, Sorbitol
2024-07-04 10:47:08 WARNING::Fitting problem for feature 516 returning NA
2024-07-04 10:47:08 INFO::Fitting model to feature number 517, Piceatannol
2024-07-04 10:47:08 WARNING::Fitting problem for feature 517 returning NA
