database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	QC-1	QC-2	QC-3	QC-4	QC-5	QC-6	QC-7	QC-8	QC-9	QC-10	QC-11	QC-12	QC-13	NM-1	NM-2	NM-3	NM-4	NM-5	NM-6	NM-7	NM-8	NM-9	NM-10	NM-11	NM-12	NM-13	NM-14	NM-15	NM-16	NM-17	NM-18	NM-19	NM-20	NM-21	NM-22	NM-23	NM-24	PD-1	PD-2	PD-3	PD-4	PD-5	PD-6	PD-7	PD-8	PD-9	PD-10	PD-11	PD-12	PD-13	PD-14	PD-15	PD-16	PD-17	PD-18	PD-19	PD-20	PN-2	PN-3	PN-5	PN-6	PN-7	PN-8	PN-9	PN-10	PN-11	PN-12	PN-13	PN-14	PN-15	PN-16	PN-17	PN-18	PN-19	PN-20	RD-1	RD-2	RD-4	RD-5	RD-6	RD-8	RD-10	RD-11	RD-12	RD-13	RD-14	RD-15	RD-17	RD-18	RD-19	RN-1	RN-3	RN-4	RN-5	RN-6	RN-7	RN-8	RN-10	RN-12	RN-13	RN-14	RN-15	RN-16	RN-17	RN-18	RN-19	RN-20	RN-21
CHEBI:28842	C18H36O2	C(CCCCCCCCCC)CCCCCCC(=O)O	"InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)"	Stearic acid	117.0821				22.697			HMDB0000827					99.4				0.405220959	0.253746221	0.225591018	0.241925516	0.255816069	0.243469388	0.241945342	0.251406577	0.22682522	0.263669694	0.241094693	0.244589072	0.263573965	1.861753702	0.244197678	0.292910688	0.351614233	0.986840547	0.255413515	0.254618148	0.254353013	0.363184995	0.697071504	1.911308364	0.271292083	0.275923747	0.24674131	1.073577012	0.785179326	0.235659474	0.599295503	0.560542952	0.484418606	0.256999989	0.244941379	0.279438708	0.244977136	0.213169051	0.253253868	0.295923645	0.535355358	0.29149046	0.345623067	0.286119166	0.257124688	0.286082542	0.365220768	0.250688218	0.318327396	0.240963352	0.222058644	0.220012488	0.235533578	0.229967081	0.209437768	0.21893953	0.283383627	0.199930973	0.212929101	0.266085821	0.280362909	0.231928644	0.426053992	0.256077122	0.2194172	0.295391721	0.296027328	0.241501951	0.243781696	0.319554562	0.245051167	0.204126706	0.36599108	0.211719478	0.248158673	0.279417815	0.208535835	0.219918514	0.263764293	0.365403993	0.203202323	0.20866349	0.211378727	0.188402144	0.209081776	0.215824097	0.285877197	0.261336506	0.303951192	0.248213168	0.301789797	0.238471454	0.285873559	0.224884443	0.258267168	0.234242883	0.236346783	0.255318447	0.223276993	0.261055482	0.225960127	0.267851911	0.241177735	0.30011063	0.301099006	0.2314594	0.31918337	0.286908284
CHEBI:15732	C2H5O5P	OC(=O)CP(O)(O)=O	"InChI=1S/C2H5O5P/c3-2(4)1-8(5,6)7/h1H2,(H,3,4)(H2,5,6,7)"	Phosphonoacetate	341.3				22.699			HMDB0004110					74.9				0.339743418	0.224816969	0.190400207	0.233303467	0.249468352	0.228706888	0.236009963	0.220780835	0.197402344	0.262610068	0.228584451	0.237303479	0.256143461	1.577426491	0.231289172	0.272084202	0.325344034	0.806927131	0.222073904	0.223571059	0.251318157	0.37325437	0.548242036	1.598984925	0.261751842	0.263024568	0.243554313	0.915417262	0.666551427	0.230171332	0.497769177	0.471077287	0.421381476	0.229070585	0.22731096	0.251676004	0.240553705	0.194820422	0.223181879	0.282937212	0.510157249	0.277695351	0.334965483	0.268335979	0.247053683	0.254569862	0.326780999	0.224225319	0.272509568	0.214848797	0.193853025	0.193173138	0.208727733	0.207231211	0.185740868	0.184165945	0.246753266	0.198534228	0.20784288	0.25527181	0.268226898	0.21689636	0.391155611	0.232887449	0.185475757	0.294843476	0.280192388	0.237022979	0.238067675	0.309278862	0.239258535	0.186095177	0.349822835	0.19936306	0.228213056	0.27825031	0.189878197	0.198387621	0.230778435	0.328092804	0.19519066	0.201610421	0.192771735	0.163739859	0.178940383	0.206899926	0.286185757	0.263492721	0.304338115	0.245176813	0.295446057	0.232047532	0.279906395	0.220187365	0.245416448	0.228294946	0.21085421	0.238960884	0.19784002	0.235395291	0.198458892	0.253231453	0.227370807	0.286934586	0.274049231	0.22172238	0.306583206	0.277025486
CHEBI:16610	C7H19N3	NCCCCNCCCN	"InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2"	Spermidine	144.1216				22.729			HMDB0001257					91.1				0.011685005	0.025223924	0.03428562	0.046947682	0.031317775	0.044833541	0.044335678	0.036384415	0.026332191	0.03956184	0.03867505	0.036160586	0.036404396	0.006295652	0.070569762	0.038862177	0.008439072	0.017942205	0.00670622	0.060880576	0.010939441	0.020692117	0.017343294	0.005032082	0.043651645	0.016780901	0.016889542	0.019748929	0.009102638	0.029829553	0.007315642	0.034078503	0.01260136	0.047298368	0.018734368	0.081125647	0.019860175	0.021459481	0.003182397	0.135270476	0.007463565	0.019464626	0.011083056	0.111460982	0.018125376	0.007006038	0.022530384	0.017055439	0.019830569	0.023121886	0.036196333	0.004673246	0.003532522	0.009190489	0.014720863	0.025372823	0.04453559	0.013064771	0.0556798	0.014004043	0.040303494	0.087648059	0.006799757	0.041021971	0.040859833	0.009451103	0.007673121	0.010929877	0.023312467	0.009596097	0.022054847	0.091706861	0.00638206	0.017178276	0.036228197	0.016015308	0.021655764	0.024453936	0.043368921	0.016855758	0.007680909	0.009207006	0.102846449	0.028653808	0.008549209	0.020829296	0.067253257	0.043578215	0.043196536	0.021419567	0.009983186	0.054242889	0.056220354	0.008478061	0.02253819	0.008732617	0.035810044	0.006857742	0.015566543	0.048500338	0.012407058	0.044028114	0.0132632	0.049633626	0.057011162	0.04009627	0.010430233	0.040275091
CHEBI:16283	C6H12N2O4S2	N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O	"InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1"	L-cystine	218.1				22.813			HMDB0000192					86.7				0.006642237	0.007298328	0.005981793	0.007431514	0.007651952	0.006533006	0.006022727	0.005349351	0.004229324	0.004340477	0.004717645	0.007381012	0.006934292	0.004232933	0.00558597	0.00577666	0.003692351	0.009281529	0.004623919	0.008608889	0.004718256	0.049200234	0.004007448	0.002046456	0.002809515	0.010984447	0.015437451	0.008513531	0.04848538	0.001901556	0.001910787	0.006103112	0.014276854	0.004374699	0.00252496	0.002179695	0.012500856	0.002114451	0.000994814	0.006587352	0.018746	0.014473895	0.011826475	0.004532489	0.000577686	0.001077854	0.005321992	0.003964701	0.005375358	0.001556293	0.002281748	0.004227616	0.004397637	0.003620591	0.00433859	0.019248817	0.010065094	0.003261051	0.005931835	0.001991092	0.001341139	0.004574686	0.004587911	0.00231708	0.004596328	0.008723548	0.00861316	0.001837079	0.000941098	0.003257769	0.003957184	0.00234486	0.00650431	0.001860491	0.004298704	0.010255967	0.001939078	0.004666377	0.00375867	0.005951788	0.006742209	0.006137793	0.00157732	0.004868922	0.016373138	0.003747939	0.013807684	0.07846426	0.00899002	0.001405785	0.003065566	0.002129992	0.005682386	0.000541455	0.016772634	0.000516033	0.005648512	0.110130504	0.005770323	0.001893831	0.001055952	0.001873673	0.0044667	0.005416874	0.005937468	0.005627562	0.003683974	0.002545785
CHEBI:75555	C21H42O4	CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO	"InChI=1S/C21H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h20,22-23H,2-19H2,1H3"	1-monostearin	400.2				22.851			HMDB0011131					71.2				0.00510581	0.004758055	0.004736253	0.004805953	0.004922328	0.004760966	0.005262204	0.004093926	0.003952657	0.005257869	0.005294506	0.005739698	0.005324881	0.003903099	0.022335439	0.002859681	0.00427133	0.003627911	0.00285242	0.002878855	0.001338461	0.012957204	0.011305274	0.004765354	0.012835988	0.002529083	0.003480851	0.002861568	0.010287633	0.003282747	0.003083262	0.00345948	0.012794834	0.007727744	0.002409045	0.00377335	0.013417753	0.002331187	0.006987567	0.016880489	0.007310137	0.009921545	0.002419343	0.000938308	0.00358295	0.008552976	0.002468234	0.006730261	0.001759458	0.001145553	0.000708367	0.003370776	0.003566514	0.001401745	0.010108716	0.000956039	0.044643803	0.000974496	0.00139603	0.003412203	0.0031851	0.007524879	0.004031184	0.00143308	0.001486958	0.001083355	0.001368015	0.002661631	0.00079758	0.005040314	0.000601251	0.001018874	0.003528008	0.001790298	0.001942996	0.004638889	0.00180765	0.00186881	0.001188323	0.004903266	0.004222481	0.003520573	0.001647703	0.002251828	0.001856787	0.002887527	0.003904009	0.008387967	0.003426019	0.001704126	0.002895474	0.002436826	0.005515147	0.002527697	0.001197435	0.002343717	0.000998698	0.001099238	0.002616361	0.004603578	0.001940585	0.005243422	0.002232792	0.000834647	0.00096768	0.002484534	0.010444998	0.002865743
CHEBI:41189	C4H10O2	OCCCCO	"InChI=1S/C4H10O2/c5-3-1-2-4-6/h5-6H,1-4H2"	"1,4-butanediol"	147.1				22.907								80.8				0.00172589	0.002038681	0.001752614	0.001576965	0.001356451	0.001467608	0.001127685	0.001020434	0.001364262	0.001038459	0.050233688	0.001025556	0.054151724	0.033024125	0.002256368	0.006060705	0.00805577	0.00080863	0.016545607	0.003576833	0.03778451	0.168678388	0.018309256	0.035448066	0.014559113	0.018692631	0.017301364	0.001733172	0.174990311	0.065981461	0.014676297	0.018002018	0.001003369	0.004179565	0.016399201	0.003129206	0.003481637	0.007594082	0.009836601	0.000566485	0.021657665	0.060572983	0.026472124	0.021672482	0.00756015	0.000974917	0.023324279	0.001466091	0.014628797	0.002934691	0.000719345	0.028609556	0.005018301	0.000735483	0.007178057	0.006791508	0.00114146	0.000660677	0.003346735	0.007167462	0.006352454	0.006908006	0.010500524	0.024951141	0.029983314	0.015262331	0.019683371	0.006514328	0.002960751	0.011560392	0.012506579	0.004210418	0.012842349	0.015514836	0.007745337	0.005102904	0.004798336	0.005135088	0.001800958	0.007884054	0.087841424	0.091271465	0.007181779	0.000488676	0.006261064	0.027964296	0.018813205	0.076920814	0.019070001	0.002600398	0.00118842	0.004326427	0.002063079	0.01006388	0.003784577	0.011880145	0.01079198	0.0263494	0.00010238	0.015087284	0.010307568	0.016080123	0.009814976	0.006292213	0.00646476	0.001065063	0.001004659	0.00298764
CHEBI:6904	C15H25NO3	COCCc1ccc(OCC(O)CNC(C)C)cc1	"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3"	Metoprolol	144.1				22.952			HMDB0001932					81.7				0.007877437	0.0143314	0.017034344	0.020796628	0.013681577	0.017763956	0.012779801	0.011487711	0.008326769	0.009672657	0.009278195	0.0085508	0.008362157	0.003576693	0.010831576	0.005249586	0.005588618	0.004881458	0.003935056	0.004438153	0.001808535	0.0117814	0.005319126	0.00435098	0.004184818	0.00320281	0.005953801	0.002700952	0.009670842	0.002757926	0.008847598	0.005862147	0.005762269	0.0030683	0.011279601	0.004527184	0.003702048	0.005993131	0.006307205	0.004917381	0.010444938	0.017066538	0.013269875	0.012435212	0.008836896	0.005887086	0.012812697	0.004399376	0.00946893	0.004787387	0.00316291	0.00238508	0.003654246	0.003181082	0.006336792	0.003621747	0.011858105	0.003491866	0.004381494	0.005326691	0.006634894	0.00875296	0.008040317	0.006004775	0.014952162	0.008679047	0.010162748	0.002667206	0.010666943	0.005676949	0.009106688	0.001012987	0.001991162	0.004271774	0.151543802	0.003536654	0.002413244	0.003732425	0.005394825	0.006804058	0.009866741	0.005984173	0.005012593	0.00404061	0.003254573	0.002855486	0.057421542	0.001180861	0.015206757	0.004395614	0.003226359	0.002764729	0.003508294	0.001819167	0.004931414	0.001787705	0.003268301	0.040150524	0.001710439	0.017287337	0.006048265	0.016304435	0.007743923	0.005063361	0.00524401	0.015348161	0.005265488	0.005212575
CHEBI:7823	C15H11ClN2O2	OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O	"InChI=1S/C15H11ClN2O2/c16-10-6-7-12-11(8-10)13(9-4-2-1-3-5-9)18-15(20)14(19)17-12/h1-8,15,20H,(H,17,19)"	Oxazepam	429.2				22.967			HMDB0014980					73.4				0.000854448	0.000549769	0.000483164	0.000702382	0.000574369	0.000442241	0.000518373	0.000107418	0.000145188	0.000420703	0.000645614	0.000402294	0.000464671	0.000504794	0.000260516	0.000687365	0.0018687	0.000514413	0.00017012	0.000256366	0.001036726	0.00028561	0.000716045	0.000502512	0.002287984	0.00096889	0.000203112	0.000369188	0.000374546	0.000722839	0.000701893	0.000864358	0.001274454	0.000693006	0.000483198	0.000708184	0.000858317	0.000312065	0.000254681	5.34006E-05	0.000249776	0.00187124	0.001979546	0.00070412	0.000378776	0.000494629	0.000704933	0.00120035	0.000362343	0.000583205	0.00026256	0.000158844	0.000174012	0.000582572	0.000653937	0.000448181	0.000938856	0.000437518	0.000214401	0.001024197	3.33515E-05	0.000735994	0.001831088	0.000369438	0.000489528	0.000111001	0.000117516	0.000252534	6.94027E-05	0.001493611	0.000305208	0.000443974	3.9417E-05	0.000353752	0.00058038	0.000609972	0.000592943	0.000760776	0.000355636	9.69258E-05	0.000590517	0.000219989	0.000519517	0.000384779	0.000432503	0.000414617	0.659599569	0.001444392	0.000317632	0.000565469	8.41795E-05	0.000280052	0.000905601	0.000499409	0.000610592	0.00021735	0.000192393	0.000444098	0.000471168	0.000875283	0.000756727	0.001197173	0.001069855	0.00053538	0.00011265	0.000297529	0.000339241	0.000692673
CHEBI:52742	C5H11O8P	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	"InChI=1S/C5H11O8P/c6-3-2(1-12-14(9,10)11)13-5(8)4(3)7/h2-8H,1H2,(H2,9,10,11)/t2-,3-,4-,5?/m1/s1"	D-ribose 5-phosphate	315.1455				23.045			HMDB0001548					91.7				0.006776126	0.007552583	0.006266118	0.007351606	0.009248227	0.008066658	0.007590956	0.004346669	0.004453474	0.009614622	0.003971886	0.004201994	0.004184683	0.009615241	0.000903302	0.00094798	0.004147877	0.001196865	0.008359477	0.001257216	0.000595115	0.02162674	0.001862568	0.00759688	0.006043573	0.003156076	0.018475527	0.001944218	0.020567458	0.000828061	0.000761487	0.001292573	0.000652854	0.000580114	0.000720356	0.000888856	0.000743796	0.003258891	0.000731292	0.000476117	0.000232791	0.012143706	0.001518909	0.000496483	0.004287886	0.000415846	0.061738216	0.061323683	0.04455523	0.001323588	0.000175521	0.006715034	0.007717378	0.000608356	0.020926847	0.00026686	0.000681766	0.0685011	0.001987524	0.033152975	0.002283245	0.000253495	0.00382596	4.56286E-05	0.00024625	0.009921394	0.010204865	0.000853413	0.039118274	0.001344503	0.036830895	0.000526313	0.000451341	0.00229736	0.000722606	0.001905297	0.00082792	0.017267078	0.002734547	0.001250224	0.004132198	0.005595974	0.000461691	0.002352382	0.002513712	0.002949318	0.007351847	0.001705934	0.000409915	0.063062948	0.026920672	0.000419584	0.000558056	0.000252713	0.000195004	0.002043709	0.000114398	0.0017375	0.081307095	0.00917038	0.001368812	0.00046331	0.001344776	0.000807954	0.000669743	0.001541888	0.010519799	0.001249046
				Glycerol-3-galactoside	204.1056				23.084								90.4				0.094837647	0.086981584	0.07378006	0.084967382	0.087479372	0.083592182	0.082681813	0.067387386	0.076931378	0.090705581	0.080744358	0.085244734	0.086929487	0.006484105	0.03615101	0.002822507	0.008003673	0.019693005	0.011376029	0.018296589	0.019001974	0.005966538	0.016239338	0.016240657	0.017168443	0.012707512	0.010815151	0.026335207	0.002333073	0.010692923	0.009144885	0.009661848	0.007282113	0.024337831	0.009033355	0.007579341	0.006614868	0.009696972	0.00892823	0.017729347	0.001369169	0.047796203	0.002539293	0.02417188	0.010391619	0.012620917	0.021319862	0.008201122	0.017364234	0.02656754	0.051477335	0.007124033	0.008548731	0.00536611	0.020610883	0.002348318	0.006348707	0.013585116	0.014160348	0.008310349	0.00192839	0.014074821	0.007072927	0.000796217	0.000287052	0.010806013	0.001243705	0.000918886	0.016646312	0.003263779	0.015718998	0.007327435	0.002266605	0.006569208	0.004355792	0.011870108	0.008254515	0.002023214	0.002467903	0.006817442	0.016304859	0.017691628	0.017668249	0.001679077	0.005625943	0.004999924	0.010246146	0.003528718	0.008175648	0.014962058	0.023150238	0.026006831	0.018767035	0.003479698	0.008096404	0.002738373	0.023443129	0.045257525	0.02986852	0.02314746	0.005007305	0.023719012	0.006613435	0.002785831	0.002163252	0.007860346	0.020970362	0.070124812
CHEBI:78736	C6H13O9P			D-fructose-1-phosphate	378.2				23.123			HMDB0000399					78.5				0.00575495	0.006850771	0.006918056	0.008294275	0.007940865	0.007353302	0.008871336	0.007063889	0.006170332	0.008724752	0.00964732	0.007733478	0.007714314	0.003028008	0.006231164	0.001112204	0.001016469	0.000785536	0.003235897	0.000744509	0.000912345	0.001436339	0.001092915	0.00235883	0.009664303	0.003527472	0.002771458	0.000842611	0.00118045	0.001915019	0.000262727	0.001672218	0.001625455	0.005568998	0.00111001	0.002992912	0.001985058	0.000542849	0.001066862	0.000713742	0.002742701	0.005342248	0.000685421	0.003571182	0.000496214	0.000759781	0.002081327	0.00100314	0.002310322	0.000601818	0.000225317	0.00606162	0.006740931	0.00054863	0.001192518	0.000611055	0.000741434	0.000320833	0.017702168	0.00065881	0.000676232	0.001393752	0.001880054	0.002189085	0.000548478	0.000755325	0.00067099	0.000699841	0.000601436	0.001249741	0.00057942	0.000203725	0.000728093	0.036155513	0.001733778	0.000314208	0.001095579	0.000326361	0.000294464	0.001488928	0.001025152	0.001052103	0.000425754	0.000299489	0.000695677	0.000630002	0.000661743	0.005951464	0.000958154	0.014840168	0.000874619	0.000445945	0.000520901	0.000594237	0.003190919	0.001129138	0.0007705	0.000711821	0.000613607	0.000672399	0.00278524	0.000805985	0.003004473	0.000575534	0.000538514	0.002071042	0.045460771	0.001316681
CHEBI:616988	C6H13O9P			Mannose 6-phosphate	387.2				23.131			HMDB0001078					98				0.009720163	0.013555508	0.01072976	0.012379479	0.014775582	0.012819244	0.013565081	0.008288258	0.008593068	0.01609145	0.008570641	0.007565301	0.009123092	0.015148178	0.002346369	0.002564428	0.009479302	0.003506359	0.012542369	0.004048888	0.002692747	0.050116185	0.014052226	0.011096804	0.016399587	0.003140238	0.028951692	0.003538629	0.042747967	0.003414358	0.004414365	0.009575113	0.001192978	0.006635642	0.004105757	0.00915098	0.001651298	0.005257139	0.000930091	0.003599505	0.001497255	0.020010814	0.003643815	0.003904092	0.007450122	0.001732697	0.120455421	0.117275149	0.0893581	0.0065741	0.001065869	0.011904969	0.013434051	0.001725519	0.04309989	0.001185707	0.002501979	0.110120685	0.002784118	0.053460186	0.004798185	0.001980967	0.009527769	0.001796765	0.002668888	0.018737124	0.019932052	0.001002853	0.049860945	0.003803169	0.047989998	0.001263741	0.001651678	0.003450901	0.002000676	0.003242025	0.00713797	0.027684894	0.005513834	0.001377102	0.005732822	0.0080401	0.002025445	0.005047308	0.00196038	0.00593296	0.002402081	0.002286252	0.002788416	0.108127605	0.048743805	0.001561616	0.002323697	0.001352758	0.010224793	0.003740794	0.001704713	0.002289862	0.132988305	0.020354507	0.003407163	0.0080925	0.003942588	0.002318634	0.00170379	0.002544462	0.02719451	0.007126568
CHEBI:17351	C18H32O2	CCCCC\C=C/C\C=C/CCCCCCCC(O)=O	"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-"	Linoleic acid	337.3				23.143			HMDB0000673					90.8				0.000512996	0.000297493	0.000251979	0.000335173	0.000286982	0.000327807	0.000338701	0.000157946	0.000296334	0.000233026	0.000346322	0.000272973	0.000253522	0.022059288	0.001918167	0.000852757	0.002202772	0.012902951	0.000672555	0.000461507	4.94054E-05	0.000875105	0.008295391	0.042023211	0.000944772	0.00052473	0.000242344	0.02642456	0.013774427	9.72059E-05	0.008534788	0.009088023	0.005468757	0.000394168	0.000197515	0.000932277	0.000511185	7.57483E-05	0.000762895	0.001757264	0.002666981	0.001047946	0.001711646	0.002937031	0.000508862	0.001493141	0.000907525	0.002219132	0.000530066	0.002124144	0.001190731	0.000598429	0.000491997	0.000893477	0.000525002	0.000927613	0.000664884	0.000177219	0.000462336	0.000203724	0.00275545	0.001723395	0.00197322	0.003512817	0.000593955	0.002362635	0.002675355	0.000757298	0.000573406	0.002360567	0.000897224	0.000789472	0.000881938	0.001034059	0.002223297	0.001072689	0.00085162	0.001252725	0.001314464	0.001450761	0.000427902	0.00038344	0.000840301	0.000312029	0.000212729	0.000424362	0.000498547	0.00079141	0.001449592	0.000706703	0.003918987	0.000234823	0.000664694	0.000597786	0.000647953	0.000436394	0.00047908	0.000330116	0.000456147	0.000205423	0.000829271	0.000871773	0.001261894	0.000678301	0.000558948	0.000128545	0.00048111	0.000613813
CHEBI:17363	C5H11O8P	OCC(=O)[C@H](O)[C@H](O)COP(O)(O)=O	"InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h4-6,8-9H,1-2H2,(H2,10,11,12)/t4-,5+/m1/s1"	D-ribulose 5-phosphate	357.3				23.237			HMDB0000618					73.4				0.029367645	0.030742392	0.026456503	0.031523055	0.032494773	0.032123589	0.02867208	0.02346944	0.024576532	0.028584218	0.026418623	0.029479569	0.029786311	0.053931024	0.030625273	0.024112674	0.082970583	0.014918414	0.051070811	0.015809101	0.016799243	0.096634986	0.014231734	0.057291149	0.014941685	0.005695653	0.0410638	0.016566771	0.081434128	0.003197535	0.026784207	0.01077749	0.014390663	0.017472276	0.02516079	0.010531372	0.012574432	0.01973923	0.012554964	0.039185071	0.032616085	0.017457124	0.027426059	0.043904301	0.024975628	0.015301875	0.110473782	0.026346233	0.085450148	0.008831992	0.00649535	0.058384217	0.063997891	0.05539832	0.015721736	0.011752086	0.0292238	0.015334887	0.022402092	0.051128567	0.018783898	0.023697671	0.127978669	0.010573478	0.05158192	0.023441327	0.025169152	0.000355055	0.026265169	0.02748	0.026500058	0.007107166	0.033910911	0.022731432	0.023247718	0.008340049	0.015239808	0.008869575	0.055122521	0.000333957	0.006810057	0.006817594	0.015942078	0.018013644	0.002961479	0.022471605	0.032991669	0.053375241	0.053052881	0.019066624	0.053967168	0.017656842	0.023790867	0.006274376	0.030629528	0.007525722	0.01038679	0.043891863	0.022250856	0.021821739	0.039567814	0.024651533	0.046924845	0.045536517	0.045408243	0.019957775	0.028929612	0.017542859
CHEBI:17802	C9H12N2O6	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)c1c[nH]c(=O)[nH]c1=O	"InChI=1S/C9H12N2O6/c12-2-4-5(13)6(14)7(17-4)3-1-10-9(16)11-8(3)15/h1,4-7,12-14H,2H2,(H2,10,11,15,16)/t4-,5-,6-,7+/m1/s1"	Pseudo uridine	217.1155				23.242								88.1				0.29062476	0.279300152	0.241847712	0.278869367	0.27543663	0.271667378	0.253355339	0.144797382	0.15384703	0.178886998	0.164571356	0.168539105	0.169117187	0.299065955	0.148721972	0.119046131	0.401276561	0.093110855	0.248219297	0.088614877	0.089309383	0.501594561	0.084214755	0.248239419	0.08923483	0.0357052	0.202880483	0.091319889	0.414979541	0.026933008	0.134996756	0.048253103	0.077180968	0.084355365	0.132089456	0.055259492	0.072530301	0.10714138	0.066072077	0.213127907	0.15581749	0.106110028	0.134841166	0.223192199	0.132256766	0.075148357	0.499828664	0.110481056	0.404750528	0.041814796	0.028778978	0.294714517	0.332379233	0.286437599	0.062718317	0.056843219	0.186795086	0.058842967	0.101428715	0.240047939	0.088669982	0.117817844	0.609570597	0.061004309	0.2522351	0.117338071	0.116843409	0.071981419	0.111256482	0.137458132	0.109723789	0.034236099	0.166201459	0.110075171	0.119426044	0.037628941	0.069488982	0.050303341	0.272107319	0.456731799	0.048561435	0.044350287	0.077004012	0.099225722	0.014203747	0.111814383	0.166990492	0.279113192	0.25193712	0.064367493	0.250982	0.078751873	0.115040031	0.049220817	0.149476491	0.049399789	0.048169736	0.220333549	0.074697722	0.107062807	0.2148487	0.119966145	0.258698955	0.234964457	0.237479432	0.097131038	0.182252442	0.092511428
CHEBI:14314	C6H13O9P			Glucose-6-phosphate	387.2				23.258			HMDB0001401					79.2				0.003375773	0.003382988	0.003012455	0.003585958	0.003861602	0.003699189	0.003496808	0.00282691	0.002564117	0.004190297	0.002708203	0.00237303	0.002888563	0.005723789	0.00197019	0.001096448	0.004647902	0.001494292	0.004730991	0.001168587	0.001374599	0.012309038	0.000411794	0.004418024	0.000747935	0.00056619	0.006923173	0.001030628	0.010535464	0.001139533	0.001853637	0.000779926	0.001283506	0.001814954	0.001700574	0.000827125	0.000683725	0.001517645	0.000694586	0.001642838	0.00121049	0.004014273	0.002675307	0.002505741	0.002748377	0.000679586	0.028644294	0.024134164	0.021014062	0.001389799	0.000367025	0.005023112	0.006140713	0.002482971	0.008696425	0.00065284	0.001844921	0.022566913	0.001628908	0.0126369	0.002108678	0.000902611	0.006226703	0.000872407	0.002200312	0.005055699	0.00524714	0.00115661	0.010465584	0.001366445	0.010365896	0.000596659	0.001415603	0.001645051	0.001227764	0.001037253	0.000783722	0.005525291	0.003161701	0.003630761	0.002477203	0.002548123	0.000791124	0.00176486	0.000923001	0.001880299	0.00176285	0.003500413	0.002153017	0.018894026	0.011006598	0.000625004	0.001615455	0.000576221	0.001307273	0.004101392	0.000501843	0.00253566	0.027419015	0.004968034	0.002421413	0.00124362	0.003249128	0.002414896	0.002302829	0.001072862	0.006199466	0.001250813
CHEBI:28814	C14H12O4	OC1=CC(\C=C\C2=CC=C(O)C(O)=C2)=CC(O)=C1	"InChI=1S/C14H12O4/c15-11-5-10(6-12(16)8-11)2-1-9-3-4-13(17)14(18)7-9/h1-8,15-18H/b2-1+"	Piceatannol	281.1611				23.283			HMDB0004215					77.1				0.011584179	0.01116122	0.00938714	0.011656195	0.012535503	0.015490545	0.007847545	0.007362109	0.008301151	0.010227295	0.011640217	0.012865208	0.01320339	0.018580751	0.004027144	0.00064844	0.015001474	0.003070245	0.012214822	0.002520773	0.002062217	0.00907659	0.002786615	0.016739502	0.003363258	0.002481056	0.012245721	0.002919742	0.008154256	0.002594846	0.005918257	0.006010619	0.006273556	0.023077019	0.00781211	0.005304813	0.005029924	0.005303156	0.012092464	0.01362276	0.034038635	0.001238829	0.00147543	0.004651817	0.006514915	0.013192808	0.028231634	0.003932266	0.021654196	0.000746519	0.007930899	0.00595239	0.006445611	0.009282312	0.001412886	0.003041591	0.002853729	0.002238391	0.015488858	0.023733531	0.002066512	0.002253191	0.023198244	0.003728232	0.001549626	0.020005655	0.019870844	0.015116893	0.007936061	0.047202873	0.008149093	0.00117963	0.010860097	0.019762025	0.008273497	0.002682094	0.001311521	0.006510745	0.001452659	0.009411248	0.003513642	0.004305341	0.003348187	0.003843302	0.002556834	0.003955024	0.022563132	0.002262227	0.006289442	0.0010144	0.004026842	0.010820238	0.004794435	0.005153722	0.010063591	0.004746432	0.001763671	0.003055555	0.006619714	0.001320693	0.007897944	0.001743585	0.010352323	0.002504933	0.004752558	0.001859561	0.006958468	0.001653301
