PubMed Search: https://pubmed.ncbi.nlm.nih.gov/?term=%28%28metabolomics%29+OR+%28metabolite%29+OR+%28metabolic+%29+OR+%28LCMS%29+or+%28LC-MS%29+OR+%28liquid+chromatography+mass+spectrometry%29+OR+%28GC-MS%29+OR+%28GCMS%29+OR+%28gas+chromatography+mass+spectrometry%29+OR+%28NMR%29+OR+%28Nuclear+magnetic+resonance+spectroscopy%29+%29+AND+%28%28Heart+failure+with+preserved+ejection+fraction%29+OR+%28heart+failure%29+OR+%28cardiac+infarction%29+OR+%28heart+arrest%29+OR+%28heart+attack%29%29+AND+%28%28human%29+OR+%28person%29+OR+%28patient%29+OR+%28patients%29+OR+%28Homo+sapiens%29%29+AND+%28%28microbe%29+OR+%28microbiome%29+OR+%28microbial%29+OR+%28microbially%29+OR+%28microbiota%29+OR+%28gut+dysbiosis%29+OR+%28microbes%29+OR+%28holobiont%29%29&sort=pubdate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID,Title,Authors,Citation,First Author,Journal/Book,"Pub
Year",Create Date,PMCID,NIHMS ID,DOI,"Reviewer 
1",Assigned?,Completed?,"Reviewer
2",Assigned?,Completed?,Consensus?,,,,,,,,,,,,"Newcastle-Ottowa Score
https://www.ohri.ca/programs/clinical_epidemiology/nosgen.pdf"
32446759,Targeting the human microbiome and its metabolite TMAO in cardiovascular prevention and therapy,"Dannenberg L, Zikeli D, Benkhoff M, Ahlbrecht S, Kelm M, Levkau B, Polzin A.",Pharmacol Ther. 2020 Sep;213:107584. doi: 10.1016/j.pharmthera.2020.107584. Epub 2020 May 22.,Dannenberg L,Pharmacol Ther,2020,2020/05/25,,,10.1016/j.pharmthera.2020.107584,,,,,,,,,,,,,,,,,,,
32445957,Clinical approach to the inflammatory etiology of cardiovascular diseases,"Ruscica M, Corsini A, Ferri N, Banach M, Sirtori CR.",Pharmacol Res. 2020 Sep;159:104916. doi: 10.1016/j.phrs.2020.104916. Epub 2020 May 20.,Ruscica M,Pharmacol Res,2020,2020/05/24,PMC7238995,,10.1016/j.phrs.2020.104916,,,,,,,,,,,,,,,,,,,
32327221,The heart-gut microbiome axis in advanced heart failure,"Madan S, Mehra MR.",J Heart Lung Transplant. 2020 Sep;39(9):891-893. doi: 10.1016/j.healun.2020.04.003. Epub 2020 Apr 11.,Madan S,J Heart Lung Transplant,2020,2020/04/25,,,10.1016/j.healun.2020.04.003,,,,,,,,,,,,,,,,,,,
32139154,"Gut microbiota, endotoxemia, inflammation, and oxidative stress in patients with heart failure, left ventricular assist device, and transplant","Yuzefpolskaya M, Bohn B, Nasiri M, Zuver AM, Onat DD, Royzman EA, Nwokocha J, Mabasa M, Pinsino A, Brunjes D, Gaudig A, Clemons A, Trinh P, Stump S, Giddins MJ, Topkara VK, Garan AR, Takeda K, Takayama H, Naka Y, Farr MA, Nandakumar R, Uhlemann AC, Colombo PC, Demmer RT.",J Heart Lung Transplant. 2020 Sep;39(9):880-890. doi: 10.1016/j.healun.2020.02.004. Epub 2020 Feb 13.,Yuzefpolskaya M,J Heart Lung Transplant,2020,2020/03/07,PMC7423693,NIHMS1568834,10.1016/j.healun.2020.02.004,,,,,,,,,,,,,,,,,,,
32866111,Trimethylamine-N-oxide (TMAO) predicts short- and long-term mortality and poor neurological outcome in out-of-hospital cardiac arrest patients,"Hochstrasser SR, Metzger K, Vincent AM, Becker C, Keller AKJ, Beck K, Perrig S, Tisljar K, Sutter R, Schuetz P, Bernasconi L, Neyer P, Marsch S, Hunziker S.",Clin Chem Lab Med. 2020 Aug 31;59(2):393-402. doi: 10.1515/cclm-2020-0159.,Hochstrasser SR,Clin Chem Lab Med,2020,2020/09/01,,,10.1515/cclm-2020-0159,,,,,,,,,,,,,,,,,,,
32654539,Association of Factor V Leiden With Subsequent Atherothrombotic Events: A GENIUS-CHD Study of Individual Participant Data,"Mahmoodi BK, Tragante V, Kleber ME, Holmes MV, Schmidt AF, McCubrey RO, Howe LJ, Direk K, Allayee H, Baranova EV, Braund PS, Delgado GE, Eriksson N, Gijsberts CM, Gong Y, Hartiala J, Heydarpour M, Pasterkamp G, Kotti S, Kuukasjärvi P, Lenzini PA, Levin D, Lyytikäinen LP, Muehlschlegel JD, Nelson CP, Nikus K, Pilbrow AP, Wilson Tang WH, van der Laan SW, van Setten J, Vilmundarson RO, Deanfield J, Deloukas P, Dudbridge F, James S, Mordi IR, Teren A, Bergmeijer TO, Body SC, Bots M, Burkhardt R, Cooper-DeHoff RM, Cresci S, Danchin N, Doughty RN, Grobbee DE, Hagström E, Hazen SL, Held C, Hoefer IE, Hovingh GK, Johnson JA, Kaczor MP, Kähönen M, Klungel OH, Laurikka JO, Lehtimäki T, Maitland-van der Zee AH, McPherson R, Palmer CN, Kraaijeveld AO, Pepine CJ, Sanak M, Sattar N, Scholz M, Simon T, Spertus JA, Stewart AFR, Szczeklik W, Thiery J, Visseren FLJ, Waltenberger J, Richards AM, Lang CC, Cameron VA, Åkerblom A, Pare G, März W, Samani NJ, Hingorani AD, Ten Berg JM, Wallentin L, Asselbergs FW, Patel RS.",Circulation. 2020 Aug 11;142(6):546-555. doi: 10.1161/CIRCULATIONAHA.119.045526. Epub 2020 Jul 13.,Mahmoodi BK,Circulation,2020,2020/07/14,PMC7493828,NIHMS1610813,10.1161/CIRCULATIONAHA.119.045526,,,,,,,,,,,,,,,,,,,
32794498,Metabesity: expert panel recommendation for taking up the challenge by a multidisciplinary approach,"Raza SA, Sabir SS, Ali KB, Ali CA, Riaz A, Hussain I, Hussain S, Tareen MU, Mubeen KI, Shahzad R, Sarwar S.",J Pak Med Assoc. 2020 Aug;70(8):1418-1424. doi: 10.5455/JPMA.56654.,Raza SA,J Pak Med Assoc,2020,2020/08/15,,,10.5455/JPMA.56654,,,,,,,,,,,,,,,,,,,
32584506,Hypochlorhydria reduces mortality in heart failure caused by Kcne2 gene deletion,"Lisewski U, Köhncke C, Schleussner L, Purfürst B, Lee SM, De Silva A, Manville RW, Abbott GW, Roepke TK.",FASEB J. 2020 Aug;34(8):10699-10719. doi: 10.1096/fj.202000013RR. Epub 2020 Jun 25.,Lisewski U,FASEB J,2020,2020/06/26,PMC8638375,NIHMS1756638,10.1096/fj.202000013RR,,,,,,,,,,,,,,,,,,,
32417378,"High-Choline Diet Exacerbates Cardiac Dysfunction, Fibrosis, and Inflammation in a Mouse Model of Heart Failure With Preserved Ejection Fraction","Shuai W, Wen J, Li X, Wang D, Li Y, Xiang J.",J Card Fail. 2020 Aug;26(8):694-702. doi: 10.1016/j.cardfail.2020.04.017. Epub 2020 May 15.,Shuai W,J Card Fail,2020,2020/05/18,,,10.1016/j.cardfail.2020.04.017,,,,,,,,,,,,,,,,,,,
32849554,Circadian Control of Inflammasome Pathways: Implications for Circadian Medicine,"Pourcet B, Duez H.",Front Immunol. 2020 Jul 31;11:1630. doi: 10.3389/fimmu.2020.01630. eCollection 2020.,Pourcet B,Front Immunol,2020,2020/08/28,PMC7410924,,10.3389/fimmu.2020.01630,,,,,,,,,,,,,,,,,,,
32733902,Clinical Multi-Omics Study on the Gut Microbiota in Critically Ill Patients After Cardiovascular Surgery Combined With Cardiopulmonary Bypass With or Without Sepsis (MUL-GM-CSCPB Study): A Prospective Study Protocol,"Ding W, Liu J, Zhou X, Miao Q, Zheng H, Zhou B, Dou G, Tong Y, Long Y, Su L.",Front Med (Lausanne). 2020 Jul 8;7:269. doi: 10.3389/fmed.2020.00269. eCollection 2020.,Ding W,Front Med (Lausanne),2020,2020/08/01,PMC7360671,,10.3389/fmed.2020.00269,,,,,,,,,,,,,,,,,,,
32634783,Changes of saliva microbiota in the onset and after the treatment of diabetes in patients with periodontitis,"Yang Y, Liu S, Wang Y, Wang Z, Ding W, Sun X, He K, Feng Q, Zhang X.",Aging (Albany NY). 2020 Jul 7;12(13):13090-13114. doi: 10.18632/aging.103399. Epub 2020 Jul 7.,Yang Y,Aging (Albany NY),2020,2020/07/08,PMC7377876,,10.18632/aging.103399,,,,,,,,,,,,,,,,,,,
32629663,Association of trimethylamine N-oxide with coronary atherosclerotic burden in patients with non-ST-segment elevation myocardial infarction,"Bin Waleed K, Lu Y, Liu Q, Zeng F, Tu H, Wei Y, Xu S, Zhang Z, Rongfeng Y, Fan A, Altaf A, Chang J, Wang L.",Medicine (Baltimore). 2020 Jul 2;99(27):e20794. doi: 10.1097/MD.0000000000020794.,Bin Waleed K,Medicine (Baltimore),2020,2020/07/08,PMC7337475,,10.1097/MD.0000000000020794,,,,,,,,,,,,,,,,,,,
32714511,From obesity through gut microbiota to cardiovascular diseases: a dangerous journey,"Marzullo P, Di Renzo L, Pugliese G, De Siena M, Barrea L, Muscogiuri G, Colao A, Savastano S; Obesity Programs of nutrition, Education, Research and Assessment (OPERA) Group.",Int J Obes Suppl. 2020 Jul;10(1):35-49. doi: 10.1038/s41367-020-0017-1. Epub 2020 Jul 20.,Marzullo P,Int J Obes Suppl,2020,2020/07/28,PMC7371682,,10.1038/s41367-020-0017-1,,,,,,,,,,,,,,,,,,,
32498662,Stroke Prevention: A Lifetime of Lessons,Spence JD.,Stroke. 2020 Jul;51(7):2255-2262. doi: 10.1161/STROKEAHA.120.029679. Epub 2020 Jun 5.,Spence JD,Stroke,2020,2020/06/06,,,10.1161/STROKEAHA.120.029679,,,,,,,,,,,,,,,,,,,
32250449,"Cardiorenal syndrome: Multi-organ dysfunction involving the heart, kidney and vasculature","Savira F, Magaye R, Liew D, Reid C, Kelly DJ, Kompa AR, Sangaralingham SJ, Burnett JC Jr, Kaye D, Wang BH.",Br J Pharmacol. 2020 Jul;177(13):2906-2922. doi: 10.1111/bph.15065. Epub 2020 May 13.,Savira F,Br J Pharmacol,2020,2020/04/07,PMC7280015,,10.1111/bph.15065,,,,,,,,,,,,,,,,,,,
32222118,Knockdown of HIF1A-AS2 suppresses TRIM44 to protect cardiomyocytes against hypoxia-induced injury,"Luo F, Wu Y, Zhu L, Zhang J, Liu Y, Jia W.",Cell Biol Int. 2020 Jul;44(7):1523-1534. doi: 10.1002/cbin.11348. Epub 2020 Apr 22.,Luo F,Cell Biol Int,2020,2020/03/30,,,10.1002/cbin.11348,,,,,,,,,,,,,,,,,,,
32610641,Plant-Dominant Low-Protein Diet for Conservative Management of Chronic Kidney Disease,"Kalantar-Zadeh K, Joshi S, Schlueter R, Cooke J, Brown-Tortorici A, Donnelly M, Schulman S, Lau WL, Rhee CM, Streja E, Tantisattamo E, Ferrey AJ, Hanna R, Chen JLT, Malik S, Nguyen DV, Crowley ST, Kovesdy CP.",Nutrients. 2020 Jun 29;12(7):1931. doi: 10.3390/nu12071931.,Kalantar-Zadeh K,Nutrients,2020,2020/07/03,PMC7400005,,10.3390/nu12071931,,,,,,,,,,,,,,,,,,,
32676074,T Cells in Fibrosis and Fibrotic Diseases,"Zhang M, Zhang S.",Front Immunol. 2020 Jun 26;11:1142. doi: 10.3389/fimmu.2020.01142. eCollection 2020.,Zhang M,Front Immunol,2020,2020/07/18,PMC7333347,,10.3389/fimmu.2020.01142,,,,,,,,,,,,,,,,,,,
32642005,SARS-CoV-2 pandemic and research gaps: Understanding SARS-CoV-2 interaction with the ACE2 receptor and implications for therapy,"Datta PK, Liu F, Fischer T, Rappaport J, Qin X.",Theranostics. 2020 Jun 12;10(16):7448-7464. doi: 10.7150/thno.48076. eCollection 2020.,Datta PK,Theranostics,2020,2020/07/10,PMC7330865,,10.7150/thno.48076,,,,,,,,,,,,,,,,,,,
32407669,Heightened Innate Immune Responses in the Respiratory Tract of COVID-19 Patients,"Zhou Z, Ren L, Zhang L, Zhong J, Xiao Y, Jia Z, Guo L, Yang J, Wang C, Jiang S, Yang D, Zhang G, Li H, Chen F, Xu Y, Chen M, Gao Z, Yang J, Dong J, Liu B, Zhang X, Wang W, He K, Jin Q, Li M, Wang J.",Cell Host Microbe. 2020 Jun 10;27(6):883-890.e2. doi: 10.1016/j.chom.2020.04.017. Epub 2020 May 4.,Zhou Z,Cell Host Microbe,2020,2020/05/15,PMC7196896,,10.1016/j.chom.2020.04.017,,,,,,,,,,,,,,,,,,,
32521607,Beyond Macrophages and T Cells: B Cells and Immunoglobulins Determine the Fate of the Atherosclerotic Plaque,"Mangge H, Prüller F, Schnedl W, Renner W, Almer G.",Int J Mol Sci. 2020 Jun 8;21(11):4082. doi: 10.3390/ijms21114082.,Mangge H,Int J Mol Sci,2020,2020/06/12,PMC7312004,,10.3390/ijms21114082,,,,,,,,,,,,,,,,,,,
32469966,"Gut microbial diversity, inflammation, and oxidative stress are associated with tacrolimus dosing requirements early after heart transplantation","Jennings DL, Bohn B, Zuver A, Onat D, Gaine M, Royzman E, Hupf J, Brunjes D, Latif F, Restaino S, Garan AR, Topkara VK, Takayama H, Takeda K, Naka Y, Farr M, Nandakumar R, Uhlemann AC, Colombo PC, Demmer RT, Yuzefpolskaya M.",PLoS One. 2020 May 29;15(5):e0233646. doi: 10.1371/journal.pone.0233646. eCollection 2020.,Jennings DL,PLoS One,2020,2020/05/30,PMC7259664,,10.1371/journal.pone.0233646,,,,,,,,,,,,,,,,,,,
32390485,Nonlethal Inhibition of Gut Microbial Trimethylamine N-oxide Production Improves Cardiac Function and Remodeling in a Murine Model of Heart Failure,"Organ CL, Li Z, Sharp TE 3rd, Polhemus DJ, Gupta N, Goodchild TT, Tang WHW, Hazen SL, Lefer DJ.",J Am Heart Assoc. 2020 May 18;9(10):e016223. doi: 10.1161/JAHA.119.016223. Epub 2020 May 10.,Organ CL,J Am Heart Assoc,2020,2020/05/12,PMC7660847,,10.1161/JAHA.119.016223,,,,,,,,,,,,,,,,,,,
32366163,Gut Microbiota-Dependent Trimethylamine N-oxide and Cardiovascular Outcomes in Patients With Prior Myocardial Infarction: A Nested Case Control Study From the PEGASUS-TIMI 54 Trial,"Gencer B, Li XS, Gurmu Y, Bonaca MP, Morrow DA, Cohen M, Bhatt DL, Steg PG, Storey RF, Johanson P, Wang Z, Hazen SL, Sabatine MS.",J Am Heart Assoc. 2020 May 18;9(10):e015331. doi: 10.1161/JAHA.119.015331. Epub 2020 May 5.,Gencer B,J Am Heart Assoc,2020,2020/05/06,PMC7660879,,10.1161/JAHA.119.015331,,,,,,,,,,,,,,,,,,,
32483446,The anti-microbial peptide LL-37/CRAMP levels are associated with acute heart failure and can attenuate cardiac dysfunction in multiple preclinical models of heart failure,"Zhou Q, Pan LL, Xue R, Ni G, Duan Y, Bai Y, Shi C, Ren Z, Wu C, Li G, Agerberth B, Sluijter JP, Sun J, Xiao J.",Theranostics. 2020 May 15;10(14):6167-6181. doi: 10.7150/thno.46225. eCollection 2020.,Zhou Q,Theranostics,2020,2020/06/03,PMC7255020,,10.7150/thno.46225,,,,,,,,,,,,,,,,,,,
32385705,The Emerging Role of Gut Dysbiosis in Cardio-metabolic Risk Factors for Heart Failure,"Sata Y, Marques FZ, Kaye DM.",Curr Hypertens Rep. 2020 May 8;22(5):38. doi: 10.1007/s11906-020-01046-0.,Sata Y,Curr Hypertens Rep,2020,2020/05/10,,,10.1007/s11906-020-01046-0,,,,,,,,,,,,,,,,,,,
32264791,Angiotensin-Converting Enzyme 2: SARS-CoV-2 Receptor and Regulator of the Renin-Angiotensin System: Celebrating the 20th Anniversary of the Discovery of ACE2,"Gheblawi M, Wang K, Viveiros A, Nguyen Q, Zhong JC, Turner AJ, Raizada MK, Grant MB, Oudit GY.",Circ Res. 2020 May 8;126(10):1456-1474. doi: 10.1161/CIRCRESAHA.120.317015. Epub 2020 Apr 8.,Gheblawi M,Circ Res,2020,2020/04/09,PMC7188049,NIHMS1583312,10.1161/CIRCRESAHA.120.317015,,,,,,,,,,,,,,,,,,,
32093510,Deficiency of Prebiotic Fiber and Insufficient Signaling Through Gut Metabolite-Sensing Receptors Leads to Cardiovascular Disease,"Kaye DM, Shihata WA, Jama HA, Tsyganov K, Ziemann M, Kiriazis H, Horlock D, Vijay A, Giam B, Vinh A, Johnson C, Fiedler A, Donner D, Snelson M, Coughlan MT, Phillips S, Du XJ, El-Osta A, Drummond G, Lambert GW, Spector TD, Valdes AM, Mackay CR, Marques FZ.",Circulation. 2020 Apr 28;141(17):1393-1403. doi: 10.1161/CIRCULATIONAHA.119.043081. Epub 2020 Feb 25.,Kaye DM,Circulation,2020,2020/02/26,,,10.1161/CIRCULATIONAHA.119.043081,,,,,,,,,,,,,,,,,,,
32587943,Impact of trimethylamine N-oxide (TMAO) metaorganismal pathway on cardiovascular disease,"Zhao Y, Wang Z.",J Lab Precis Med. 2020 Apr;5:16. doi: 10.21037/jlpm.2020.01.01. Epub 2020 Apr 20.,Zhao Y,J Lab Precis Med,2020,2020/06/27,PMC7316184,NIHMS1597935,10.21037/jlpm.2020.01.01,,,,,,,,,,,,,,,,,,,
32168550,Gut dysbiosis and heart failure: navigating the universe within,"Madan S, Mehra MR.",Eur J Heart Fail. 2020 Apr;22(4):629-637. doi: 10.1002/ejhf.1792. Epub 2020 Mar 13.,Madan S,Eur J Heart Fail,2020,2020/03/14,,,10.1002/ejhf.1792,,,,,,,,,,,,,,,,,,,
31718316,Cardiovascular rEmodelling in living kidNey donorS with reduced glomerular filtration rate: rationale and design of the CENS study,"Blom KB, Bergo KK, Espe EKS, Rosseland V, Grøtta OJ, Mjøen G, Åsberg A, Bergan S, Sanner H, Bergersen TK, Bjørnerheim R, Skauby M, Seljeflot I, Waldum-Grevbo B, Dahle DO, Sjaastad I, Birkeland JA.",Blood Press. 2020 Apr;29(2):123-134. doi: 10.1080/08037051.2019.1684817. Epub 2019 Nov 13.,Blom KB,Blood Press,2020,2019/11/14,,,10.1080/08037051.2019.1684817,,,,,,,,,,,,,,,,,,,
31264496,"Interruption of Autophagosome Formation in Cardiovascular Disease, an Evidence for Protective Response of Autophagy","Khalil H, Abd El Maksoud AI, Alian A, El-Hamady WA, Daif AA, Awad AM, Guirgis AA.",Immunol Invest. 2020 Apr;49(3):249-263. doi: 10.1080/08820139.2019.1635619. Epub 2019 Jul 2.,Khalil H,Immunol Invest,2020,2019/07/03,,,10.1080/08820139.2019.1635619,,,,,,,,,,,,,,,,,,,
32214138,Rosuvastatin alters the genetic composition of the human gut microbiome,"Kummen M, Solberg OG, Storm-Larsen C, Holm K, Ragnarsson A, Trøseid M, Vestad B, Skårdal R, Yndestad A, Ueland T, Svardal A, Berge RK, Seljeflot I, Gullestad L, Karlsen TH, Aaberge L, Aukrust P, Hov JR.",Sci Rep. 2020 Mar 25;10(1):5397. doi: 10.1038/s41598-020-62261-y.,Kummen M,Sci Rep,2020,2020/03/28,PMC7096534,,10.1038/s41598-020-62261-y,,,,,,,,,,,,,,,,,,,
32142679,A Cardiovascular Disease-Linked Gut Microbial Metabolite Acts via Adrenergic Receptors,"Nemet I, Saha PP, Gupta N, Zhu W, Romano KA, Skye SM, Cajka T, Mohan ML, Li L, Wu Y, Funabashi M, Ramer-Tait AE, Naga Prasad SV, Fiehn O, Rey FE, Tang WHW, Fischbach MA, DiDonato JA, Hazen SL.",Cell. 2020 Mar 5;180(5):862-877.e22. doi: 10.1016/j.cell.2020.02.016.,Nemet I,Cell,2020,2020/03/07,PMC7402401,NIHMS1568846,10.1016/j.cell.2020.02.016,,,,,,,,,,,,,,,,,,,
32081018,"Mechanism of bariatric and metabolic surgery: beyond surgeons, gastroenterologists and endocrinologists","Valentí V, Cienfuegos JA, Becerril Mañas S, Frühbeck G.",Rev Esp Enferm Dig. 2020 Mar;112(3):229-233. doi: 10.17235/reed.2020.6925/2020.,Valentí V,Rev Esp Enferm Dig,2020,2020/02/22,,,10.17235/reed.2020.6925/2020,,,,,,,,,,,,,,,,,,,
32031871,Gut microbiome of a porcine model of metabolic syndrome and HF-pEF,"O'Donovan AN, Herisson FM, Fouhy F, Ryan PM, Whelan D, Johnson CN, Cluzel G, Ross RP, Stanton C, Caplice NM.",Am J Physiol Heart Circ Physiol. 2020 Mar 1;318(3):H590-H603. doi: 10.1152/ajpheart.00512.2019. Epub 2020 Feb 7.,O'Donovan AN,Am J Physiol Heart Circ Physiol,2020,2020/02/08,,,10.1152/ajpheart.00512.2019,,,,,,,,,,,,,,,,,,,
31941382,"Trimethylamine-N-Oxide Promotes Vascular Calcification Through Activation of NLRP3 (Nucleotide-Binding Domain, Leucine-Rich-Containing Family, Pyrin Domain-Containing-3) Inflammasome and NF-κB (Nuclear Factor κB) Signals","Zhang X, Li Y, Yang P, Liu X, Lu L, Chen Y, Zhong X, Li Z, Liu H, Ou C, Yan J, Chen M.",Arterioscler Thromb Vasc Biol. 2020 Mar;40(3):751-765. doi: 10.1161/ATVBAHA.119.313414. Epub 2020 Jan 16.,Zhang X,Arterioscler Thromb Vasc Biol,2020,2020/01/17,,,10.1161/ATVBAHA.119.313414,,,,,,,,,,,,,,,,,,,
31931613,Cytokine mRNA Degradation in Cardiomyocytes Restrains Sterile Inflammation in Pressure-Overloaded Hearts,"Omiya S, Omori Y, Taneike M, Murakawa T, Ito J, Tanada Y, Nishida K, Yamaguchi O, Satoh T, Shah AM, Akira S, Otsu K.",Circulation. 2020 Feb 25;141(8):667-677. doi: 10.1161/CIRCULATIONAHA.119.044582. Epub 2020 Jan 14.,Omiya S,Circulation,2020,2020/01/15,PMC7034406,,10.1161/CIRCULATIONAHA.119.044582,,,,,,,,,,,,,,,,,,,
32060329,Gut microbial taxa as potential predictive biomarkers for acute coronary syndrome and post-STEMI cardiovascular events,"Gao J, Yan KT, Wang JX, Dou J, Wang J, Ren M, Ma J, Zhang X, Liu Y.",Sci Rep. 2020 Feb 14;10(1):2639. doi: 10.1038/s41598-020-59235-5.,Gao J,Sci Rep,2020,2020/02/16,PMC7021689,,10.1038/s41598-020-59235-5,,,,,,,,,,,,,,,,,,,
32054029,Novel Basic Science Insights to Improve the Management of Heart Failure: Review of the Working Group on Cellular and Molecular Biology of the Heart of the Italian Society of Cardiology,"Ameri P, Schiattarella GG, Crotti L, Torchio M, Bertero E, Rodolico D, Forte M, Di Mauro V, Paolillo R, Chimenti C, Torella D, Catalucci D, Sciarretta S, Basso C, Indolfi C, Perrino C.",Int J Mol Sci. 2020 Feb 11;21(4):1192. doi: 10.3390/ijms21041192.,Ameri P,Int J Mol Sci,2020,2020/02/15,PMC7072832,,10.3390/ijms21041192,,,,,,,,,,,,,,,,,,,
32062353,The gut microbiome in coronary artery disease and heart failure: Current knowledge and future directions,"Trøseid M, Andersen GØ, Broch K, Hov JR.",EBioMedicine. 2020 Feb;52:102649. doi: 10.1016/j.ebiom.2020.102649. Epub 2020 Feb 12.,Trøseid M,EBioMedicine,2020,2020/02/17,PMC7016372,,10.1016/j.ebiom.2020.102649,,,,,,,,,,,,,,,,,,,
31960610,Trimethylamine N-oxide and cardiovascular outcomes in patients with chronic heart failure after myocardial infarction,"Zhou X, Jin M, Liu L, Yu Z, Lu X, Zhang H.",ESC Heart Fail. 2020 Feb;7(1):188-193. doi: 10.1002/ehf2.12552. Epub 2020 Jan 20.,Zhou X,ESC Heart Fail,2020,2020/01/22,PMC7083407,,10.1002/ehf2.12552,,,,,,,,,,,,,,,,,,,
31898340,Attenuation of immune-mediated bone marrow damage in conventionally housed mice,"Li J, Dubois W, Thovarai V, Wu Z, Feng X, Peat T, Zhang S, Sen SK, Trinchieri G, Chen J, Mock BA, Young NS.",Mol Carcinog. 2020 Feb;59(2):237-245. doi: 10.1002/mc.23151. Epub 2020 Jan 2.,Li J,Mol Carcinog,2020,2020/01/04,PMC7432962,NIHMS1064648,10.1002/mc.23151,,,,,,,,,,,,,,,,,,,
31411705,The guanylate cyclase C agonist linaclotide ameliorates the gut-cardio-renal axis in an adenine-induced mouse model of chronic kidney disease,"Nanto-Hara F, Kanemitsu Y, Fukuda S, Kikuchi K, Asaji K, Saigusa D, Iwasaki T, Ho HJ, Mishima E, Suzuki T, Suzuki C, Tsukimi T, Matsuhashi T, Oikawa Y, Akiyama Y, Kure S, Owada Y, Tomioka Y, Soga T, Ito S, Abe T.",Nephrol Dial Transplant. 2020 Feb 1;35(2):250-264. doi: 10.1093/ndt/gfz126.,Nanto-Hara F,Nephrol Dial Transplant,2020,2019/08/15,,,10.1093/ndt/gfz126,,,,,,,,,,,,,,,,,,,
32082246,Dynamic Changes and Prognostic Value of Gut Microbiota-Dependent Trimethylamine-N-Oxide in Acute Ischemic Stroke,"Tan C, Wang H, Gao X, Xu R, Zeng X, Cui Z, Zhu J, Wu Q, Xia G, Zhou H, He Y, Yin J.",Front Neurol. 2020 Jan 31;11:29. doi: 10.3389/fneur.2020.00029. eCollection 2020.,Tan C,Front Neurol,2020,2020/02/22,PMC7005238,,10.3389/fneur.2020.00029,,,,,,,,,,,,,,,,,,,
31996208,Quality of whole genome sequencing from blood versus saliva derived DNA in cardiac patients,"Yao RA, Akinrinade O, Chaix M, Mital S.",BMC Med Genomics. 2020 Jan 29;13(1):11. doi: 10.1186/s12920-020-0664-7.,Yao RA,BMC Med Genomics,2020,2020/01/31,PMC6988365,,10.1186/s12920-020-0664-7,,,,,,,,,,,,,,,,,,,
31964422,5-Hydroxymethylcytosine signatures in circulating cell-free DNA as diagnostic and predictive biomarkers for coronary artery disease,"Dong C, Chen J, Zheng J, Liang Y, Yu T, Liu Y, Gao F, Long J, Chen H, Zhu Q, He Z, Hu S, He C, Lin J, Tang Y, Zhu H.",Clin Epigenetics. 2020 Jan 21;12(1):17. doi: 10.1186/s13148-020-0810-2.,Dong C,Clin Epigenetics,2020,2020/01/23,PMC6974971,,10.1186/s13148-020-0810-2,,,,,,,,,,,,,,,,,,,
31963447,Neutrophil Extracellular Traps and Cardiovascular Diseases: An Update,"Bonaventura A, Vecchié A, Abbate A, Montecucco F.",Cells. 2020 Jan 17;9(1):231. doi: 10.3390/cells9010231.,Bonaventura A,Cells,2020,2020/01/23,PMC7016588,,10.3390/cells9010231,,,,,,,,,,,,,,,,,,,
31947724,The Use of Proton Pump Inhibitors May Increase Symptoms of Muscle Function Loss in Patients with Chronic Illnesses,"Vinke P, Wesselink E, van Orten-Luiten W, van Norren K.",Int J Mol Sci. 2020 Jan 3;21(1):323. doi: 10.3390/ijms21010323.,Vinke P,Int J Mol Sci,2020,2020/01/18,PMC6981685,,10.3390/ijms21010323,,,,,,,,,,,,,,,,,,,
32925010,Effects of gut microbial metabolite trimethylamine N-oxide (TMAO) on platelets and endothelial cells,"Krüger-Genge A, Jung F, Hufert F, Jung EM, Küpper JH, Storsberg J.",Clin Hemorheol Microcirc. 2020;76(2):309-316. doi: 10.3233/CH-209206.,Krüger-Genge A,Clin Hemorheol Microcirc,2020,2020/09/14,,,10.3233/CH-209206,,,,,,,,,,,,,,,,,,,
32564786,S100 family proteins in inflammation and beyond,"Sreejit G, Flynn MC, Patil M, Krishnamurthy P, Murphy AJ, Nagareddy PR.",Adv Clin Chem. 2020;98:173-231. doi: 10.1016/bs.acc.2020.02.006. Epub 2020 Apr 17.,Sreejit G,Adv Clin Chem,2020,2020/06/23,,,10.1016/bs.acc.2020.02.006,,,,,,,,,,,,,,,,,,,
32323183,"Gut Microbiota and Heart, Vascular Injury","Zeng C, Tan H.",Adv Exp Med Biol. 2020;1238:107-141. doi: 10.1007/978-981-15-2385-4_8.,Zeng C,Adv Exp Med Biol,2020,2020/04/24,,,10.1007/978-981-15-2385-4_8,,,,,,,,,,,,,,,,,,,
31969089,NAFLD at the Interface of the Mother-Infant Dyad,"Bertrando S, Vajro P.",Curr Pharm Des. 2020;26(10):1119-1125. doi: 10.2174/1381612826666200122153055.,Bertrando S,Curr Pharm Des,2020,2020/01/24,,,10.2174/1381612826666200122153055,,,,,,,,,,,,,,,,,,,
